날짜,지점,강수량(mm),,,,,,,,,,,0
2023.2.23,115,,,,,,,,,,,,
2023.2.24,115,0,,,,,,,,,,,
2023.2.25,115,7.7,,,,,,,,,,,
2023.2.26,115,,,,,,,,,,,,
2023.2.27,115,,,,,,,,,,,,
2023.2.28,115,,,,,,,,,,,,
2023.3.1,115,2.5,,,,,,,,,,,
2023.3.2,115,2.1,,,,,,,,,,,
2023.3.3,115,,,,,,,,,,,,
2023.3.4,115,,,,,,,,,,,,
2023.3.5,115,,,,,,,,,,,,
2023.3.6,115,,,,,,,,,,,,
2023.3.7,115,0,,,,,,,,,,,
2023.3.8,115,0,,,,,,,,,,,
2023.3.9,115,,,,,,,,,,,,
2023.3.10,115,,,,,,,,,,,,
2023.3.11,115,0,,,,,,,,,,,
2023.3.12,115,14.5,,,,,,,,,,,
2023.3.13,115,5.7,,,,,,,,,,,
2023.3.14,115,,,,,,,,,,,,
2023.3.15,115,,,,,,,,,,,,
2023.3.16,115,,,,,,,,,,,,
2023.3.17,115,,,,,,,,,,,,
2023.3.18,115,,,,,,,,,,,,
2023.3.19,115,,,,,,,,,,,,
2023.3.20,115,,,,,,,,,,,,
2023.3.21,115,,,,,,,,,,,,
2023.3.22,115,,,,,,,,,,,,
2023.3.23,115,17.8,,,,,,,,,,,
2023.3.24,115,,,,,,,,,,,,
2023.3.25,115,,,,,,,,,,,,
2023.3.26,115,,,,,,,,,,,,
2023.3.27,115,0.8,,,,,,,,,,,
2023.3.28,115,,,,,,,,,,,,
2023.3.29,115,3.5,,,,,,,,,,,
2023.3.30,115,,,,,,,,,,,,
2023.3.31,115,,,,,,,,,,,,
2023.4.1,115,,,,,,,,,,,,
2023.4.2,115,,,,,,,,,,,,
2023.4.3,115,,,,,,,,,,,,
2023.4.4,115,,,,,,,,,,,,
2023.4.5,115,26,,,,,,,,,,,
2023.4.6,115,0.5,,,,,,,,,,,
2023.4.7,115,5.5,,,,,,,,,,,
2023.4.8,115,,,,,,,,,,,,
2023.4.9,115,,,,,,,,,,,,
2023.4.10,115,,,,,,,,,,,,
2023.4.11,115,,,,,,,,,,,,
2023.4.12,115,,,,,,,,,,,,
2023.4.13,115,,,,,,,,,,,,
2023.4.14,115,,,,,,,,,,,,
2023.4.15,115,8.3,,,,,,,,,,,
2023.4.16,115,,,,,,,,,,,,
2023.4.17,115,2.2,,,,,,,,,,,
2023.4.18,115,4.1,,,,,,,,,,,
2023.4.19,115,,,,,,,,,,,,
2023.4.20,115,0,,,,,,,,,,,
2023.4.21,115,,,,,,,,,,,,
2023.4.22,115,,,,,,,,,,,,
2023.4.23,115,,,,,,,,,,,,
2023.4.24,115,,,,,,,,,,,,
2023.4.25,115,4.3,,,,,,,,,,,
2023.4.26,115,0.9,,,,,,,,,,,
2023.4.27,115,,,,,,,,,,,,
2023.4.28,115,,,,,,,,,,,,
2023.4.29,115,17.1,,,,,,,,,,,
2023.4.30,115,,,,,,,,,,,,
2023.5.1,115,1.1,,,,,,,,,,,
2023.5.2,115,,,,,,,,,,,,
2023.5.3,115,,,,,,,,,,,,
2023.5.4,115,,,,,,,,,,,,
2023.5.5,115,43.3,,,,,,,,,,,
2023.5.6,115,44.3,,,,,,,,,,,
2023.5.7,115,,,,,,,,,,,,
2023.5.8,115,,,,,,,,,,,,
2023.5.9,115,,,,,,,,,,,,
2023.5.10,115,,,,,,,,,,,,
2023.5.11,115,,,,,,,,,,,,
2023.5.12,115,,,,,,,,,,,,
2023.5.13,115,,,,,,,,,,,,
2023.5.14,115,,,,,,,,,,,,
2023.5.15,115,,,,,,,,,,,,
2023.5.16,115,,,,,,,,,,,,
2023.5.17,115,,,,,,,,,,,,
2023.5.18,115,1.3,,,,,,,,,,,
2023.5.19,115,0,,,,,,,,,,,
2023.5.20,115,,,,,,,,,,,,
2023.5.21,115,0,,,,,,,,,,,
2023.5.22,115,0,,,,,,,,,,,
2023.5.23,115,,,,,,,,,,,,
2023.5.24,115,,,,,,,,,,,,
2023.5.25,115,,,,,,,,,,,,
2023.5.26,115,0,,,,,,,,,,,
2023.5.27,115,0,,,,,,,,,,,
2023.5.28,115,43.8,,,,,,,,,,,
2023.5.29,115,18.5,,,,,,,,,,,
2023.5.30,115,0.3,,,,,,,,,,,
2023.5.31,115,,,,,,,,,,,,
2023.6.1,115,0,,,,,,,,,,,
2023.6.2,115,0,,,,,,,,,,,
2023.6.3,115,,,,,,,,,,,,
2023.6.4,115,,,,,,,,,,,,
2023.6.5,115,,,,,,,,,,,,
2023.6.6,115,,,,,,,,,,,,
2023.6.7,115,,,,,,,,,,,,
2023.6.8,115,,,,,,,,,,,,
2023.6.9,115,0.6,,,,,,,,,,,
2023.6.10,115,,,,,,,,,,,,
2023.6.11,115,2.7,,,,,,,,,,,
2023.6.12,115,,,,,,,,,,,,
2023.6.13,115,,,,,,,,,,,,
2023.6.14,115,9.4,,,,,,,,,,,
2023.6.15,115,3.9,,,,,,,,,,,
2023.6.16,115,,,,,,,,,,,,
2023.6.17,115,,,,,,,,,,,,
2023.6.18,115,,,,,,,,,,,,
2023.6.19,115,,,,,,,,,,,,
2023.6.20,115,,,,,,,,,,,,
2023.6.21,115,12.5,,,,,,,,,,,
2023.6.22,115,,,,,,,,,,,,
2023.6.23,115,0.7,,,,,,,,,,,
2023.6.24,115,0,,,,,,,,,,,
2023.6.25,115,,,,,,,,,,,,
2023.6.26,115,29.9,,,,,,,,,,,
2023.6.27,115,4,,,,,,,,,,,
2023.6.28,115,0,,,,,,,,,,,
2023.6.29,115,42.3,,,,,,,,,,,
2023.6.30,115,19.3,,,,,,,,,,,
2023.7.1,115,,,,,,,,,,,,
2023.7.2,115,,,,,,,,,,,,
2023.7.3,115,,,,,,,,,,,,
2023.7.4,115,0,,,,,,,,,,,
2023.7.5,115,37.6,,,,,,,,,,,
2023.7.6,115,,,,,,,,,,,,
2023.7.7,115,3.1,,,,,,,,,,,
2023.7.8,115,8.4,,,,,,,,,,,
2023.7.9,115,16.6,,,,,,,,,,,
2023.7.10,115,0,,,,,,,,,,,
2023.7.11,115,4.9,,,,,,,,,,,
2023.7.12,115,0.1,,,,,,,,,,,
2023.7.13,115,0,,,,,,,,,,,
2023.7.14,115,40.7,,,,,,,,,,,
2023.7.15,115,83.2,,,,,,,,,,,
2023.7.16,115,3.5,,,,,,,,,,,
2023.7.17,115,0,,,,,,,,,,,
2023.7.18,115,20.6,,,,,,,,,,,
2023.7.19,115,3.4,,,,,,,,,,,
2023.7.20,115,,,,,,,,,,,,
2023.7.21,115,,,,,,,,,,,,
2023.7.22,115,,,,,,,,,,,,
2023.7.23,115,0,,,,,,,,,,,
2023.7.24,115,0.4,,,,,,,,,,,
2023.7.25,115,,,,,,,,,,,,
2023.7.26,115,,,,,,,,,,,,
2023.7.27,115,,,,,,,,,,,,
2023.7.28,115,,,,,,,,,,,,
2023.7.29,115,,,,,,,,,,,,
2023.7.30,115,,,,,,,,,,,,
2023.7.31,115,,,,,,,,,,,,
2023.8.1,115,,,,,,,,,,,,
2023.8.2,115,,,,,,,,,,,,
2023.8.3,115,,,,,,,,,,,,
2023.8.4,115,,,,,,,,,,,,
2023.8.5,115,,,,,,,,,,,,
2023.8.6,115,,,,,,,,,,,,
2023.8.7,115,0.1,,,,,,,,,,,
2023.8.8,115,,,,,,,,,,,,
2023.8.9,115,2.2,,,,,,,,,,,
2023.8.10,115,7.3,,,,,,,,,,,
2023.8.11,115,,,,,,,,,,,,
2023.8.12,115,,,,,,,,,,,,
2023.8.13,115,,,,,,,,,,,,
2023.8.14,115,0.5,,,,,,,,,,,
2023.8.15,115,1.8,,,,,,,,,,,
2023.8.16,115,2.6,,,,,,,,,,,
2023.8.17,115,0,,,,,,,,,,,
2023.8.18,115,0.2,,,,,,,,,,,
2023.8.19,115,,,,,,,,,,,,
2023.8.20,115,4.9,,,,,,,,,,,
2023.8.21,115,0,,,,,,,,,,,
2023.8.22,115,,,,,,,,,,,,
2023.8.23,115,,,,,,,,,,,,
2023.8.24,115,0.3,,,,,,,,,,,
2023.8.25,115,1.4,,,,,,,,,,,
2023.8.26,115,,,,,,,,,,,,
2023.8.27,115,,,,,,,,,,,,
2023.8.28,115,0,,,,,,,,,,,
2023.8.29,115,0,,,,,,,,,,,
2023.8.30,115,0,,,,,,,,,,,
2023.8.31,115,19.8,,,,,,,,,,,
2023.9.1,115,3.5,,,,,,,,,,,
2023.9.2,115,,,,,,,,,,,,
2023.9.3,115,1.4,,,,,,,,,,,
2023.9.4,115,4.8,,,,,,,,,,,
2023.9.5,115,,,,,,,,,,,,
2023.9.6,115,,,,,,,,,,,,
2023.9.7,115,,,,,,,,,,,,
2023.9.8,115,,,,,,,,,,,,
2023.9.9,115,,,,,,,,,,,,
2023.9.10,115,0,,,,,,,,,,,
2023.9.11,115,19.3,,,,,,,,,,,
2023.9.12,115,,,,,,,,,,,,
2023.9.13,115,25.1,,,,,,,,,,,
2023.9.14,115,3.3,,,,,,,,,,,
2023.9.15,115,47.8,,,,,,,,,,,
2023.9.16,115,3.3,,,,,,,,,,,
2023.9.17,115,15.2,,,,,,,,,,,
2023.9.18,115,0.5,,,,,,,,,,,
2023.9.19,115,,,,,,,,,,,,
2023.9.20,115,65.1,,,,,,,,,,,
2023.9.21,115,75.9,,,,,,,,,,,
2023.9.22,115,,,,,,,,,,,,
2023.9.23,115,,,,,,,,,,,,
2023.9.24,115,,,,,,,,,,,,
2023.9.25,115,0.1,,,,,,,,,,,
2023.9.26,115,7.8,,,,,,,,,,,
2023.9.27,115,7.4,,,,,,,,,,,
2023.9.28,115,0,,,,,,,,,,,
2023.9.29,115,,,,,,,,,,,,
2023.9.30,115,11.5,,,,,,,,,,,
2023.10.1,115,0.2,,,,,,,,,,,
2023.10.2,115,,,,,,,,,,,,
2023.10.3,115,,,,,,,,,,,,
2023.10.4,115,,,,,,,,,,,,
2023.10.5,115,1.3,,,,,,,,,,,
2023.10.6,115,,,,,,,,,,,,
2023.10.7,115,,,,,,,,,,,,
2023.10.8,115,,,,,,,,,,,,
2023.10.9,115,0,,,,,,,,,,,
2023.10.10,115,10.4,,,,,,,,,,,
2023.10.11,115,,,,,,,,,,,,
2023.10.12,115,,,,,,,,,,,,
2023.10.13,115,,,,,,,,,,,,
2023.10.14,115,6.1,,,,,,,,,,,
2023.10.15,115,9,,,,,,,,,,,
2023.10.16,115,0.2,,,,,,,,,,,
2023.10.17,115,,,,,,,,,,,,
2023.10.18,115,,,,,,,,,,,,
2023.10.19,115,3,,,,,,,,,,,
2023.10.20,115,18.5,,,,,,,,,,,
2023.10.21,115,0.1,,,,,,,,,,,
2023.10.22,115,,,,,,,,,,,,
2023.10.23,115,,,,,,,,,,,,
2023.10.24,115,,,,,,,,,,,,
2023.10.25,115,,,,,,,,,,,,
2023.10.26,115,0,,,,,,,,,,,
2023.10.27,115,0.3,,,,,,,,,,,
2023.10.28,115,,,,,,,,,,,,
2023.10.29,115,,,,,,,,,,,,
2023.10.30,115,,,,,,,,,,,,
2023.10.31,115,,,,,,,,,,,,
2023.11.1,115,,,,,,,,,,,,
2023.11.2,115,,,,,,,,,,,,
2023.11.3,115,0,,,,,,,,,,,
2023.11.4,115,1.5,,,,,,,,,,,
2023.11.5,115,3.2,,,,,,,,,,,
2023.11.6,115,1.5,,,,,,,,,,,
2023.11.7,115,,,,,,,,,,,,
2023.11.8,115,,,,,,,,,,,,
2023.11.9,115,,,,,,,,,,,,
2023.11.10,115,30,,,,,,,,,,,
2023.11.11,115,11.2,,,,,,,,,,,
2023.11.12,115,41.3,,,,,,,,,,,
2023.11.13,115,7,,,,,,,,,,,
2023.11.14,115,,,,,,,,,,,,
2023.11.15,115,,,,,,,,,,,,
2023.11.16,115,4.7,,,,,,,,,,,
2023.11.17,115,4.1,,,,,,,,,,,
2023.11.18,115,1.6,,,,,,,,,,,
2023.11.19,115,0.2,,,,,,,,,,,
2023.11.20,115,0,,,,,,,,,,,
2023.11.21,115,,,,,,,,,,,,
2023.11.22,115,,,,,,,,,,,,
2023.11.23,115,,,,,,,,,,,,
2023.11.24,115,6,,,,,,,,,,,
2023.11.25,115,0,,,,,,,,,,,
2023.11.26,115,,,,,,,,,,,,
2023.11.27,115,0.6,,,,,,,,,,,
2023.11.28,115,,,,,,,,,,,,
2023.11.29,115,,,,,,,,,,,,
2023.11.30,115,2.6,,,,,,,,,,,
2023.12.1,115,3.3,,,,,,,,,,,
2023.12.2,115,,,,,,,,,,,,
2023.12.3,115,1.6,,,,,,,,,,,
2023.12.4,115,,,,,,,,,,,,
2023.12.5,115,,,,,,,,,,,,
2023.12.6,115,,,,,,,,,,,,
2023.12.7,115,0,,,,,,,,,,,
2023.12.8,115,,,,,,,,,,,,
2023.12.9,115,,,,,,,,,,,,
2023.12.10,115,5.8,,,,,,,,,,,
2023.12.11,115,22.3,,,,,,,,,,,
2023.12.12,115,16.5,,,,,,,,,,,
2023.12.13,115,,,,,,,,,,,,
2023.12.14,115,6.4,,,,,,,,,,,
2023.12.15,115,40.7,,,,,,,,,,,
2023.12.16,115,2.3,,,,,,,,,,,
2023.12.17,115,5.1,,,,,,,,,,,
2023.12.18,115,0,,,,,,,,,,,
2023.12.19,115,2.5,,,,,,,,,,,
2023.12.20,115,13.2,,,,,,,,,,,
2023.12.21,115,9.5,,,,,,,,,,,
2023.12.22,115,16.9,,,,,,,,,,,
2023.12.23,115,0.1,,,,,,,,,,,
2023.12.24,115,1.4,,,,,,,,,,,
2023.12.25,115,1.2,,,,,,,,,,,
2023.12.26,115,,,,,,,,,,,,
2023.12.27,115,,,,,,,,,,,,
2023.12.28,115,,,,,,,,,,,,
2023.12.29,115,0.5,,,,,,,,,,,
2023.12.30,115,1.7,,,,,,,,,,,
2023.12.31,115,32.8,,,,,,,,,,,
2024.1.1,115,,,,,,,,,,,,
2024.1.2,115,,,,,,,,,,,,
2024.1.3,115,30.3,,,,,,,,,,,
2024.1.4,115,9.7,,,,,,,,,,,
2024.1.5,115,,,,,,,,,,,,
2024.1.6,115,0,,,,,,,,,,,
2024.1.7,115,1.5,,,,,,,,,,,
2024.1.8,115,1.2,,,,,,,,,,,
2024.1.9,115,4.7,,,,,,,,,,,
2024.1.10,115,4.7,,,,,,,,,,,
2024.1.11,115,,,,,,,,,,,,
2024.1.12,115,,,,,,,,,,,,
2024.1.13,115,3.3,,,,,,,,,,,
2024.1.14,115,0.2,,,,,,,,,,,
2024.1.15,115,0.6,,,,,,,,,,,
2024.1.16,115,,,,,,,,,,,,
2024.1.17,115,4,,,,,,,,,,,
2024.1.18,115,7.9,,,,,,,,,,,
2024.1.19,115,0.1,,,,,,,,,,,
2024.1.20,115,7,,,,,,,,,,,
2024.1.21,115,1.6,,,,,,,,,,,
2024.1.22,115,6.4,,,,,,,,,,,
2024.1.23,115,14.2,,,,,,,,,,,
2024.1.24,115,24.1,,,,,,,,,,,
2024.1.25,115,8.2,,,,,,,,,,,
2024.1.26,115,,,,,,,,,,,,
2024.1.27,115,,,,,,,,,,,,
2024.1.28,115,6,,,,,,,,,,,
2024.1.29,115,,,,,,,,,,,,
2024.1.30,115,,,,,,,,,,,,
2024.1.31,115,,,,,,,,,,,,
2024.2.1,115,5.6,,,,,,,,,,,
2024.2.2,115,,,,,,,,,,,,
2024.2.3,115,1.5,,,,,,,,,,,
2024.2.4,115,4.2,,,,,,,,,,,
2024.2.5,115,1.9,,,,,,,,,,,
2024.2.6,115,5.6,,,,,,,,,,,
2024.2.7,115,0.3,,,,,,,,,,,
2024.2.8,115,0,,,,,,,,,,,
2024.2.9,115,0,,,,,,,,,,,
2024.2.10,115,,,,,,,,,,,,
2024.2.11,115,0,,,,,,,,,,,
2024.2.12,115,,,,,,,,,,,,
2024.2.13,115,,,,,,,,,,,,
2024.2.14,115,,,,,,,,,,,,
2024.2.15,115,11.2,,,,,,,,,,,
2024.2.16,115,,,,,,,,,,,,
2024.2.17,115,,,,,,,,,,,,
2024.2.18,115,,,,,,,,,,,,
2024.2.19,115,21.1,,,,,,,,,,,
2024.2.20,115,12.5,,,,,,,,,,,
2024.2.21,115,11.8,,,,,,,,,,,
2024.2.22,115,6.9,,,,,,,,,,,
2024.2.23,115,0,,,,,,,,,,,
2024.2.24,115,,,,,,,,,,,,
2024.2.25,115,8.5,,,,,,,,,,,
2024.2.26,115,1.6,,,,,,,,,,,
2024.2.27,115,,,,,,,,,,,,
2024.2.28,115,,,,,,,,,,,,
2024.2.29,115,3,,,,,,,,,,,
2024.3.1,115,0.7,,,,,,,,,,,
2024.3.2,115,0.2,,,,,,,,,,,
2024.3.3,115,0.4,,,,,,,,,,,
2024.3.4,115,,,,,,,,,,,,
2024.3.5,115,2.3,,,,,,,,,,,
2024.3.6,115,3.4,,,,,,,,,,,
2024.3.7,115,4.1,,,,,,,,,,,
2024.3.8,115,0.8,,,,,,,,,,,
2024.3.9,115,1.1,,,,,,,,,,,
2024.3.10,115,,,,,,,,,,,,
2024.3.11,115,,,,,,,,,,,,
2024.3.12,115,0,,,,,,,,,,,
2024.3.13,115,,,,,,,,,,,,
2024.3.14,115,,,,,,,,,,,,
2024.3.15,115,,,,,,,,,,,,
2024.3.16,115,,,,,,,,,,,,
2024.3.17,115,,,,,,,,,,,,
2024.3.18,115,,,,,,,,,,,,
2024.3.19,115,9,,,,,,,,,,,
2024.3.20,115,10,,,,,,,,,,,
2024.3.21,115,6.3,,,,,,,,,,,
2024.3.22,115,1.9,,,,,,,,,,,
2024.3.23,115,3.1,,,,,,,,,,,
2024.3.24,115,,,,,,,,,,,,
2024.3.25,115,0,,,,,,,,,,,
2024.3.26,115,21.3,,,,,,,,,,,
2024.3.27,115,,,,,,,,,,,,
2024.3.28,115,25.1,,,,,,,,,,,
2024.3.29,115,0.2,,,,,,,,,,,
2024.3.30,115,,,,,,,,,,,,
2024.3.31,115,,,,,,,,,,,,
2024.4.1,115,,,,,,,,,,,,
2024.4.2,115,,,,,,,,,,,,
2024.4.3,115,5.8,,,,,,,,,,,
2024.4.4,115,,,,,,,,,,,,
2024.4.5,115,,,,,,,,,,,,
2024.4.6,115,,,,,,,,,,,,
2024.4.7,115,,,,,,,,,,,,
2024.4.8,115,,,,,,,,,,,,
2024.4.9,115,,,,,,,,,,,,
2024.4.10,115,,,,,,,,,,,,
2024.4.11,115,,,,,,,,,,,,
2024.4.12,115,,,,,,,,,,,,
2024.4.13,115,,,,,,,,,,,,
2024.4.14,115,,,,,,,,,,,,
2024.4.15,115,13.8,,,,,,,,,,,
2024.4.16,115,2.2,,,,,,,,,,,
2024.4.17,115,,,,,,,,,,,,
2024.4.18,115,,,,,,,,,,,,
2024.4.19,115,,,,,,,,,,,,
2024.4.20,115,2.8,,,,,,,,,,,
2024.4.21,115,0.7,,,,,,,,,,,
2024.4.22,115,,,,,,,,,,,,
2024.4.23,115,5.3,,,,,,,,,,,
2024.4.24,115,11.4,,,,,,,,,,,
2024.4.25,115,,,,,,,,,,,,
2024.4.26,115,,,,,,,,,,,,
2024.4.27,115,,,,,,,,,,,,
2024.4.28,115,,,,,,,,,,,,
2024.4.29,115,3.2,,,,,,,,,,,
2024.4.30,115,,,,,,,,,,,,
2024.5.1,115,,,,,,,,,,,,
2024.5.2,115,,,,,,,,,,,,
2024.5.3,115,,,,,,,,,,,,
2024.5.4,115,,,,,,,,,,,,
2024.5.5,115,10.5,,,,,,,,,,,
2024.5.6,115,6.6,,,,,,,,,,,
2024.5.7,115,4.5,,,,,,,,,,,
2024.5.8,115,,,,,,,,,,,,
2024.5.9,115,,,,,,,,,,,,
2024.5.10,115,,,,,,,,,,,,
2024.5.11,115,3.5,,,,,,,,,,,
2024.5.12,115,15.3,,,,,,,,,,,
2024.5.13,115,,,,,,,,,,,,
2024.5.14,115,,,,,,,,,,,,
2024.5.15,115,0,,,,,,,,,,,
2024.5.16,115,21.8,,,,,,,,,,,
2024.5.17,115,,,,,,,,,,,,
2024.5.18,115,,,,,,,,,,,,
2024.5.19,115,,,,,,,,,,,,
2024.5.20,115,0,,,,,,,,,,,
2024.5.21,115,,,,,,,,,,,,
2024.5.22,115,,,,,,,,,,,,
2024.5.23,115,,,,,,,,,,,,
2024.5.24,115,,,,,,,,,,,,
2024.5.25,115,,,,,,,,,,,,
2024.5.26,115,19.4,,,,,,,,,,,
2024.5.27,115,2.7,,,,,,,,,,,
2024.5.28,115,,,,,,,,,,,,
2024.5.29,115,,,,,,,,,,,,
2024.5.30,115,,,,,,,,,,,,
2024.5.31,115,,,,,,,,,,,,
2024.6.1,115,,,,,,,,,,,,
2024.6.2,115,0,,,,,,,,,,,
2024.6.3,115,0,,,,,,,,,,,
2024.6.4,115,0,,,,,,,,,,,
2024.6.5,115,,,,,,,,,,,,
2024.6.6,115,,,,,,,,,,,,
2024.6.7,115,,,,,,,,,,,,
2024.6.8,115,9.5,,,,,,,,,,,
2024.6.9,115,0.1,,,,,,,,,,,
2024.6.10,115,0,,,,,,,,,,,
2024.6.11,115,,,,,,,,,,,,
2024.6.12,115,,,,,,,,,,,,
2024.6.13,115,,,,,,,,,,,,
2024.6.14,115,,,,,,,,,,,,
2024.6.15,115,1.4,,,,,,,,,,,
2024.6.16,115,0.1,,,,,,,,,,,
2024.6.17,115,,,,,,,,,,,,
2024.6.18,115,,,,,,,,,,,,
2024.6.19,115,,,,,,,,,,,,
2024.6.20,115,,,,,,,,,,,,
2024.6.21,115,,,,,,,,,,,,
2024.6.22,115,37.3,,,,,,,,,,,
2024.6.23,115,3.1,,,,,,,,,,,
2024.6.24,115,0,,,,,,,,,,,
2024.6.25,115,,,,,,,,,,,,
2024.6.26,115,,,,,,,,,,,,
2024.6.27,115,,,,,,,,,,,,
2024.6.28,115,,,,,,,,,,,,
2024.6.29,115,0.4,,,,,,,,,,,
2024.6.30,115,35,,,,,,,,,,,
2024.7.1,115,0,,,,,,,,,,,
2024.7.2,115,34.3,,,,,,,,,,,
2024.7.3,115,3.3,,,,,,,,,,,
2024.7.4,115,,,,,,,,,,,,
2024.7.5,115,0.2,,,,,,,,,,,
2024.7.6,115,0,,,,,,,,,,,
2024.7.7,115,28.3,,,,,,,,,,,
2024.7.8,115,19.1,,,,,,,,,,,
2024.7.9,115,34.2,,,,,,,,,,,
2024.7.10,115,31.6,,,,,,,,,,,
2024.7.11,115,,,,,,,,,,,,
2024.7.12,115,,,,,,,,,,,,
2024.7.13,115,,,,,,,,,,,,
2024.7.14,115,4.3,,,,,,,,,,,
2024.7.15,115,1.7,,,,,,,,,,,
2024.7.16,115,7.2,,,,,,,,,,,
2024.7.17,115,6.7,,,,,,,,,,,
2024.7.18,115,37.3,,,,,,,,,,,
2024.7.19,115,,,,,,,,,,,,
2024.7.20,115,,,,,,,,,,,,
2024.7.21,115,,,,,,,,,,,,
2024.7.22,115,,,,,,,,,,,,
2024.7.23,115,0,,,,,,,,,,,
2024.7.24,115,0,,,,,,,,,,,
2024.7.25,115,,,,,,,,,,,,
2024.7.26,115,,,,,,,,,,,,
2024.7.27,115,0,,,,,,,,,,,
2024.7.28,115,,,,,,,,,,,,
2024.7.29,115,,,,,,,,,,,,
2024.7.30,115,,,,,,,,,,,,
2024.7.31,115,,,,,,,,,,,,
2024.8.1,115,,,,,,,,,,,,
2024.8.2,115,,,,,,,,,,,,
2024.8.3,115,,,,,,,,,,,,
2024.8.4,115,,,,,,,,,,,,
2024.8.5,115,,,,,,,,,,,,
2024.8.6,115,,,,,,,,,,,,
2024.8.7,115,,,,,,,,,,,,
2024.8.8,115,0,,,,,,,,,,,
2024.8.9,115,,,,,,,,,,,,
2024.8.10,115,,,,,,,,,,,,
2024.8.11,115,,,,,,,,,,,,
2024.8.12,115,,,,,,,,,,,,
2024.8.13,115,,,,,,,,,,,,
2024.8.14,115,,,,,,,,,,,,
2024.8.15,115,,,,,,,,,,,,
2024.8.16,115,,,,,,,,,,,,
2024.8.17,115,1.6,,,,,,,,,,,
2024.8.18,115,,,,,,,,,,,,
2024.8.19,115,,,,,,,,,,,,
2024.8.20,115,3.7,,,,,,,,,,,
2024.8.21,115,,,,,,,,,,,,
2024.8.22,115,,,,,,,,,,,,
2024.8.23,115,,,,,,,,,,,,
2024.8.24,115,,,,,,,,,,,,
2024.8.25,115,0.1,,,,,,,,,,,
2024.8.26,115,12.7,,,,,,,,,,,
2024.8.27,115,12,,,,,,,,,,,
2024.8.28,115,,,,,,,,,,,,
2024.8.29,115,1.6,,,,,,,,,,,
2024.8.30,115,2,,,,,,,,,,,
2024.8.31,115,,,,,,,,,,,,
2024.9.1,115,,,,,,,,,,,,
2024.9.2,115,0,,,,,,,,,,,
2024.9.3,115,,,,,,,,,,,,
2024.9.4,115,,,,,,,,,,,,
2024.9.5,115,0,,,,,,,,,,,
2024.9.6,115,13.1,,,,,,,,,,,
2024.9.7,115,0.5,,,,,,,,,,,
2024.9.8,115,,,,,,,,,,,,
2024.9.9,115,,,,,,,,,,,,
2024.9.10,115,,,,,,,,,,,,
2024.9.11,115,99.9,,,,,,,,,,,
2024.9.12,115,208.8,,,,,,,,,,,
2024.9.13,115,,,,,,,,,,,,
2024.9.14,115,0,,,,,,,,,,,
2024.9.15,115,20.8,,,,,,,,,,,
2024.9.16,115,3,,,,,,,,,,,
2024.9.17,115,0,,,,,,,,,,,
2024.9.18,115,0,,,,,,,,,,,
2024.9.19,115,0,,,,,,,,,,,
2024.9.20,115,25.3,,,,,,,,,,,
2024.9.21,115,129.3,,,,,,,,,,,
2024.9.22,115,21.1,,,,,,,,,,,
2024.9.23,115,,,,,,,,,,,,
2024.9.24,115,10.5,,,,,,,,,,,
2024.9.25,115,,,,,,,,,,,,
2024.9.26,115,0.5,,,,,,,,,,,
2024.9.27,115,9.7,,,,,,,,,,,
2024.9.28,115,0.6,,,,,,,,,,,
2024.9.29,115,0.3,,,,,,,,,,,
2024.9.30,115,,,,,,,,,,,,
2024.10.1,115,0.1,,,,,,,,,,,
2024.10.2,115,,,,,,,,,,,,
2024.10.3,115,16.4,,,,,,,,,,,
2024.10.4,115,2.6,,,,,,,,,,,
2024.10.5,115,,,,,,,,,,,,
2024.10.6,115,5.3,,,,,,,,,,,
2024.10.7,115,18.1,,,,,,,,,,,
2024.10.8,115,9.5,,,,,,,,,,,
2024.10.9,115,,,,,,,,,,,,
2024.10.10,115,,,,,,,,,,,,
2024.10.11,115,0.3,,,,,,,,,,,
2024.10.12,115,0.2,,,,,,,,,,,
2024.10.13,115,,,,,,,,,,,,
2024.10.14,115,18.1,,,,,,,,,,,
2024.10.15,115,27.8,,,,,,,,,,,
2024.10.16,115,0,,,,,,,,,,,
2024.10.17,115,,,,,,,,,,,,
2024.10.18,115,63.8,,,,,,,,,,,
2024.10.19,115,35.5,,,,,,,,,,,
2024.10.20,115,,,,,,,,,,,,
2024.10.21,115,0.5,,,,,,,,,,,
2024.10.22,115,17.6,,,,,,,,,,,
2024.10.23,115,5.2,,,,,,,,,,,
2024.10.24,115,,,,,,,,,,,,
2024.10.25,115,,,,,,,,,,,,
2024.10.26,115,,,,,,,,,,,,
2024.10.27,115,0,,,,,,,,,,,
2024.10.28,115,6.2,,,,,,,,,,,
2024.10.29,115,0,,,,,,,,,,,
2024.10.30,115,,,,,,,,,,,,
2024.10.31,115,,,,,,,,,,,,
2024.11.1,115,0,,,,,,,,,,,
2024.11.2,115,8.5,,,,,,,,,,,
2024.11.3,115,,,,,,,,,,,,
2024.11.4,115,0,,,,,,,,,,,
2024.11.5,115,37.3,,,,,,,,,,,
2024.11.6,115,61.2,,,,,,,,,,,
2024.11.7,115,0.1,,,,,,,,,,,
2024.11.8,115,23.1,,,,,,,,,,,
2024.11.9,115,13.3,,,,,,,,,,,
2024.11.10,115,,,,,,,,,,,,
2024.11.11,115,2.6,,,,,,,,,,,
2024.11.12,115,,,,,,,,,,,,
